I,J,K
828,868,3428
3011,3967,5125
1010,2373,1149
4201,4272,4072
2903,1829,1518
5522,4798,4103
595,1233,4906
4709,4214,5319
1997,2536,3445
3513,862,1162
2822,3784,2306
3036,958,3376
1053,4644,2674
972,583,4641
1170,2073,1792
1014,2910,3010
57,4969,3885
1118,2139,1925
2281,148,2834
3441,4714,2817
2194,4090,4954
3764,995,400
551,821,2200
3144,1756,3994
2114,2122,2515
1611,1687,3693
3128,3499,2736
87,2555,1454
2012,3038,393
4933,476,2313
4891,2765,3412
3570,608,3426
746,2030,2602
1058,756,1487
4098,2333,2788
3358,1861,3167
4265,5755,2074
762,759,963
1461,2671,2326
102,2188,673
4037,3051,1090
282,3948,293
2248,571,4169
3655,423,2778
2201,2333,4099
829,1595,2153
2054,3259,2347
1664,1665,1557
3031,4370,4371
1852,1913,1402
3213,3566,3339
5378,1136,2652
423,1966,618
3061,4819,5323
2318,3257,2650
463,3029,3272
67,4296,2787
1843,5596,1742
3287,2726,4507
1506,3479,3673
813,2875,3940
3590,915,2827
5273,1983,474
543,4485,1860
1734,2558,612
1443,1442,3084
3803,4170,3252
1091,644,4828
1050,657,24
2426,290,547
4276,3162,1865
287,1394,3268
3580,992,3906
3885,100,57
2762,709,2090
1237,1602,43
2540,2467,1830
2473,4317,3479
531,679,2433
4384,1290,1614
3290,4728,3138
3695,1225,534
5754,5644,5757
2908,1830,53
4173,1037,3748
2774,4439,3636
1276,2717,660
3383,2010,1266
1740,3254,760
2058,4729,276
1764,2510,1433
1527,866,974
3102,173,1082
2279,3892,2071
2830,410,2395
3343,3251,4072
3951,1396,2043
1961,4180,2802
4101,1310,1892
1698,5815,4611
3190,2331,1826
591,4420,1095
5076,1887,3629
2379,3808,2198
3239,3660,932
107,708,499
4195,2485,2278
1389,3556,4313
844,3275,3695
5195,137,5239
3302,3449,936
3659,1571,1025
4690,2016,1559
4963,5791,4658
1380,431,2640
1153,2978,563
3739,425,1413
2353,1256,2378
806,1367,2844
5952,395,5472
2863,1810,3419
919,346,4684
4847,123,2938
1435,5675,233
421,467,2947
2357,3027,71
1588,4638,2712
3656,3679,3394
800,299,3785
129,3408,2803
2561,1073,2657
2038,434,2039
3436,4056,3520
2714,3467,2536
5441,5501,3982
1376,4093,2456
3550,3418,2930
771,1143,5179
2191,481,955
2076,4277,797
3812,5228,615
808,1906,791
4254,2950,1772
4416,4703,4707
799,500,4705
5762,96,5538
4329,393,330
2118,2444,3312
1601,3266,3547
1730,1630,859
3008,3210,536
3983,3699,675
594,958,3036
2742,797,5228
1854,1758,1837
1394,305,155
1674,1675,4178
4367,890,4388
1299,2148,441
2502,4068,2008
415,254,1102
601,1988,941
3258,1146,3889
1545,30,3199
5363,5032,3745
4363,890,239
3220,4008,3655
2641,2296,1394
1674,279,1000
696,514,301
1292,1450,2295
3724,4223,3725
5706,3435,5200
4114,3190,1780
2595,1167,3171
394,2790,2565
3174,541,166
673,2188,742
2557,984,1243
4545,407,3386
1287,1178,1513
2398,1053,2674
1601,348,295
1532,2400,1531
2156,3536,2995
2270,476,147
2941,1680,66
4078,1931,3161
2396,4433,1612
1933,1455,2234
1332,2389,1331
3798,3735,2482
3943,1288,1526
3824,1329,3041
3802,5767,5738
3967,1456,3559
1195,2557,1398
2399,2231,1649
6491,6063,4280
899,898,4094
3488,215,1690
837,856,528
2844,1367,4862
3840,4055,1360
322,1098,4010
3109,3606,2696
4923,982,970
2742,1169,1794
2220,2221,4666
815,3310,1343
557,2722,592
1748,1324,1615
3627,1051,2805
1948,5177,1207
3036,3376,4448
1166,4981,1687
1659,2176,2175
2687,4886,578
4085,681,4970
1401,228,1799
1206,627,2133
942,3535,5017
2476,1098,4605
825,787,2611
961,3207,4094
2088,1916,1935
3473,4358,723
4489,543,5137
3716,456,2104
1922,4067,4108
2905,853,3737
495,888,3268
3760,1925,5230
1949,770,1124
99,4346,1565
3669,281,2007
3489,811,4341
2079,2688,4227
4772,1113,4642
3009,1185,692
2497,2808,1458
4571,4569,4579
1969,750,4374
2902,2766,1711
1837,267,778
2916,4257,3148
2880,4162,2881
1111,3036,4448
3059,748,2583
981,3808,2379
951,4618,4630
2357,1017,2917
2712,3387,1768
5223,2541,2569
2846,1515,4721
142,806,1410
92,1917,1009
98,570,368
2373,2166,4350
172,817,168
2817,4714,5004
3099,567,3304
2098,2590,1458
2266,1177,2620
1933,24,1455
2347,392,122
2805,862,3627
2552,508,2429
2218,733,3882
4613,1542,1341
5390,4638,4102
369,2765,1704
2086,4069,3130
1478,2047,1327
101,5337,1880
1312,1413,3382
1414,4370,56
4695,4694,1753
5211,4779,816
263,3857,803
4038,4372,2073
2717,1173,233
1669,2251,2087
1277,382,725
4292,1103,4983
2812,1056,2528
5694,1989,5749
1267,1330,4629
1177,2118,3312
3384,5219,5287
3100,2472,1351
913,2823,3403
4127,3583,1207
3883,2480,5280
4149,2187,2804
638,3784,2822
819,322,4010
898,4887,961
3571,1104,4676
2171,2365,878
4386,3730,4384
2918,2253,2077
4454,4455,3672
2541,3705,1391
2325,1697,1140
2099,1732,158
752,3657,3547
3946,3947,4936
4126,3743,2358
3181,866,1527
5120,5679,4039
2107,815,195
1806,3120,1979
5199,2475,6763
2273,3232,247
5770,5594,6367
385,671,2453
25,2647,1426
379,643,1292
785,4384,1614
494,524,544
2323,4410,4411
1363,357,4792
333,162,3403
2975,838,4508
544,2637,3160
2720,2719,2550
1691,2102,3055
4230,4667,3509
74,2140,118
1461,2326,4763
3520,458,4810
3108,2514,2392
1632,3122,1756
1859,2312,2705
2246,2039,4258
863,2196,2159
3145,4891,1760
1628,3714,810
217,1387,1913
2275,4984,2716
1081,1122,3936
1959,1309,1645
2876,3406,2109
5314,4991,5281
3195,4230,2882
1592,2185,1802
3427,553,2004
701,552,2959
1999,1982,2067
4435,185,577
3961,1076,2723
3730,1290,4384
2627,3768,4507
3907,498,1124
572,435,3271
3952,499,708
4048,705,3277
334,4733,931
4705,3153,799
5508,4271,2659
843,1467,3625
893,4013,2200
81,4226,250
4066,2860,2092
1780,2363,1660
2944,53,1830
386,1438,2067
3598,2372,2449
3128,1963,4875
2706,2704,198
1729,3833,511
133,1284,2538
1883,1176,5080
1905,4956,213
5402,2399,3219
2843,3726,3990
4993,4431,4543
1133,3085,3748
2836,3628,2313
3478,468,2538
4395,284,3603
1360,3271,626
1309,1959,404
3195,1540,3715
2110,311,140
613,503,1030
5359,5536,3711
529,4176,2377
3110,1661,1106
745,4726,3556
3100,1866,2472
1585,4737,2395
4051,1261,5223
1351,2472,2493
4592,4559,4604
304,3660,2570
215,3488,3180
1546,1469,399
4093,3574,2456
4960,4811,4864
1021,1257,3757
4554,4469,4468
4127,446,4840
1792,1219,1170
1351,2493,1525
2919,1699,4152
820,3139,5094
310,2069,1335
3059,2583,1277
1622,1495,4866
4184,238,4156
5080,1176,3531
1623,3658,459
6169,6213,5064
3117,3351,1766
1579,431,5232
2794,1739,2799
2547,3598,209
2314,3254,1342
4522,618,4179
3504,1746,1453
1270,3291,3318
4402,2359,2455
4056,2952,3520
3011,2034,3269
4671,550,340
4214,4431,4993
2939,2332,3537
2288,2755,1675
1322,3960,1046
697,631,641
5025,1958,5596
1069,4221,2480
3182,3408,1868
3497,1315,4356
6535,3721,3512
4532,4738,5319
4624,4299,1260
621,1029,5013
1869,1120,2535
3086,4332,2671
3138,832,581
3725,4223,3992
2703,2205,719
2867,3487,2528
1968,2125,227
3863,4083,345
4433,2173,192
4416,3642,1956
1242,5050,6897
4124,141,566
3306,3262,1404
903,2690,3173
1943,2530,4835
3729,4071,1047
5157,1982,2817
1545,2985,1212
5907,1411,4192
1819,2372,2579
1219,4276,405
2008,1052,4983
101,1902,5337
5033,5693,5677
3616,4681,2123
3063,4420,275
1553,530,850
4763,2326,1077
1392,559,560
938,3433,3904
3719,3762,1600
989,39,3733
1381,3258,3889
3884,1907,817
5588,2754,1995
1405,2075,3052
2180,3114,4917
1871,651,4430
496,3112,1586
1552,83,1639
677,2288,1675
116,3608,1289
2538,1284,3870
1705,526,4285
1446,4637,1658
1898,1760,1218
2625,637,219
825,295,3878
1339,4808,4500
329,3426,4224
3572,3615,3397
883,3689,2373
3394,2771,1842
2843,3119,4108
1783,1297,1262
2184,4759,1945
3560,4968,763
3700,5645,1349
3929,1712,1228
5072,2914,3295
2557,4281,1398
3271,435,626
4283,5745,3043
4769,4649,4302
831,255,4586
5724,3930,6560
5110,2080,4923
428,669,1731
5298,362,1873
1807,2909,2780
742,2172,5023
2873,3601,918
880,533,3634
3029,463,503
2145,4349,2228
5089,5013,1029
1335,1581,1646
3545,1056,1308
1803,1804,2173
2226,1305,4404
2915,2638,4191
3406,2850,878
4228,1058,155
1876,2853,5670
2722,470,592
1699,808,4152
1510,2872,2251
639,5228,797
2523,2524,1361
778,3770,620
3767,3247,3771
3836,3835,1601
2716,1580,2275
5153,4460,4868
44,2941,2260
78,2447,2211
391,2322,1987
556,4910,1371
142,1056,806
4498,4520,4515
4268,2910,867
863,3165,4188
2730,4874,2731
318,3071,3501
3440,1954,73
5159,2336,3632
2837,3084,2183
3119,90,4108
3474,611,5330
3737,1246,3775
4607,728,135
2966,4721,3151
4874,3767,2731
3109,1650,1534
1245,1028,2492
435,3042,1612
3665,4601,188
259,3553,658
3399,1623,459
1789,3513,1162
157,4473,4419
1038,3136,1524
314,4461,3883
4048,4775,5274
133,737,1284
3282,3514,879
2873,3321,3356
1497,2236,5225
1160,4767,4874
3708,5085,5255
2495,721,2164
3869,957,4019
4349,3539,2228
1672,3587,3187
3087,948,3799
1319,5078,525
377,4685,2861
5502,4415,935
5587,227,3492
88,2433,1247
2552,3349,508
1350,1998,262
1651,831,5049
4477,3507,2045
3312,4073,3531
5055,5518,5440
6625,579,6134
4743,4958,518
2364,3561,1717
502,3569,3204
4227,3584,2948
3731,911,4962
2052,2230,4072
3362,1973,4546
847,1180,3288
1795,365,1784
2244,915,3137
1762,2626,2720
3179,1981,2607
3744,5463,4323
5301,67,3698
367,1139,1357
4315,4322,5051
1896,1928,1927
3610,3937,3009
4962,2932,2905
3224,4457,3749
1657,2971,3928
4285,526,2455
636,1226,3345
2532,1965,1868
2579,2547,1819
524,3270,2637
3553,2632,4842
3695,4290,1225
3938,1514,2424
4007,2560,5242
373,1089,5879
3803,3025,303
3496,2927,1420
1189,3270,3840
4444,3134,4447
906,157,1957
584,5355,5201
3688,1723,1628
5768,5880,5881
2128,2278,633
1220,952,1952
648,828,2970
2938,123,4017
3445,2769,2177
3959,4257,2916
2899,1776,4923
4601,5230,1925
3133,1336,4623
3313,2885,1523
421,2589,467
2115,1155,3604
4736,3370,2976
3129,1514,3401
5345,6111,3607
478,3994,1224
5391,3705,1747
1519,5170,3931
3208,2367,327
3034,1339,3135
2074,4436,650
2362,4673,108
4647,2987,3991
2023,4511,990
6612,4784,1145
3642,53,1956
4826,5884,5877
1971,872,1213
1030,523,613
2053,4949,5183
2137,307,308
3670,1075,1577
5112,4197,367
4551,3737,2996
5532,2898,880
247,2177,2769
3577,4909,3953
95,3776,2925
4693,418,4796
2347,3280,1919
1654,4665,2880
2164,721,2668
3033,3092,2207
3210,619,1316
3244,5092,2830
2825,3117,4247
3716,2104,2546
2629,1128,52
566,1032,4124
2709,4667,203
1873,1234,179
4115,4541,4539
1840,2527,4555
341,3400,3427
2952,5261,3520
3241,2380,1757
533,1738,1517
4671,517,3284
4264,1489,2131
1742,1939,3893
2578,1819,2547
4014,3352,4469
210,1613,23
325,3428,3304
3202,1541,731
3936,2386,2241
4065,4488,2044
5434,4888,4865
2138,754,2832
3822,2978,4205
2770,4874,2730
2198,3526,2379
1767,344,522
1959,1645,3892
4514,4512,4510
952,973,1952
1535,264,2642
601,2017,682
3571,1751,1104
3389,1530,2242
1488,1182,1194
3670,3741,2063
1526,716,1045
3002,1741,232
5848,3930,4597
97,2329,4850
1190,2027,2026
1556,3275,3625
1028,2635,3540
2471,2638,2428
1279,3643,176
250,2136,2887
2562,356,2502
1369,2062,2890
170,3314,2969
2065,2064,3381
787,366,3790
792,2486,2420
6080,5611,6329
4819,3475,5323
428,1072,305
3777,1156,1077
4679,5205,5057
3465,1018,2510
3550,1595,33
4255,1825,2763
596,1825,3338
2538,3196,133
2430,1462,763
3333,242,4714
3345,3911,2413
1309,659,45
3656,3394,3086
1540,3195,2882
3085,1133,5211
3466,388,1328
3464,343,75
2207,3386,1766
3374,2247,711
4514,1498,4512
4579,1672,965
535,1945,471
1939,1750,5295
1481,493,3298
4463,3352,4014
5073,5024,4852
5194,3331,1306
1515,2846,3141
2199,1572,3354
717,458,4106
2500,1121,2499
4124,771,3206
2035,2288,1663
372,560,3354
5022,5364,3080
624,2072,1651
2199,4555,2989
3099,457,567
1274,4681,1630
130,978,2618
3300,745,1421
5821,3644,3285
2744,670,2229
3886,1951,3346
2647,826,3337
957,219,4019
4258,2039,31
1884,776,2265
2340,3347,283
4583,3183,4587
4329,3074,3150
5729,6433,3511
3046,2174,3443
3671,1121,2500
3025,3252,186
1938,3826,4104
571,822,1395
1363,4792,4585
398,3434,4761
3979,2156,2995
3360,879,2957
2828,4887,1118
3720,2260,2941
1577,1075,2141
3150,3074,5348
2068,427,4078
599,512,3704
26,729,4834
1167,4767,1168
74,118,2203
1879,1137,1985
1227,4670,865
719,689,2703
830,1925,1327
1727,2010,4794
4790,3528,3007
1522,5394,1835
2146,2519,3820
1018,3639,1434
4749,2646,2645
1948,2315,5177
2237,3457,3201
6553,6321,6743
5203,4847,1130
1730,1011,2460
2387,1408,2707
3143,907,2684
1768,3387,3065
3344,4625,4199
2396,5024,4433
722,3797,753
4166,911,2833
3537,2332,6881
837,528,347
171,1052,2459
3284,1707,3968
2394,2955,2495
1374,3350,4920
3086,2671,3656
2845,4561,1296
3362,4546,1874
4259,1206,2133
3105,1353,1731
3361,4563,2382
2792,5094,3139
5238,484,2693
4025,1227,1187
3275,844,843
4579,965,767
3852,5017,3535
2451,5070,2606
5730,4766,4737
1415,2939,4065
3270,2167,3935
2466,3573,3065
2631,2637,1841
170,3024,3314
2270,3168,5677
4374,2239,1159
3642,4653,53
2529,548,1311
2037,2983,218
3188,2997,2297
474,1406,1010
4264,4692,4182
4721,48,3151
1252,5207,5726
2524,2759,1579
3178,1600,3762
1536,4327,2814
1590,2822,2306
3040,1205,366
1774,3472,2931
160,896,586
82,83,438
4621,972,558
2986,504,4645
1826,1101,3190
3590,3805,2143
4973,1987,2322
5166,5215,650
4531,795,3116
3827,27,1729
4146,2263,2240
2381,2626,2088
364,4629,5360
5899,4486,6680
1784,3001,1998
4764,2769,3445
934,4279,2056
131,4208,1764
5095,1760,3412
1649,1574,302
2200,4013,1386
2116,2771,2833
986,4985,3723
2772,312,2816
304,3249,2639
3598,2547,4325
1693,3455,1743
802,3181,1788
5241,4535,1995
1484,4397,2582
5545,2649,2408
2500,2499,851
246,245,1323
4408,1176,1490
1635,3269,1608
2686,3136,3094
1236,2446,2385
2473,1578,2095
583,2298,4641
2886,2801,2782
2460,657,1050
158,3179,2607
2899,2513,4756
5337,4886,2687
5170,2982,3931
23,3372,4793
173,389,1082
2629,3807,4786
2566,1214,22
1711,1992,3044
3521,4171,3522
29,42,1811
1276,5060,2020
3974,3976,3978
1451,1240,2522
2912,319,1522
1435,3421,5675
4377,2264,2606
4279,4595,1102
2944,1956,53
1831,590,64
1670,4990,5220
3166,3309,1354
1661,625,3995
1425,1163,3898
1846,4567,4743
1194,3296,2015
4448,3376,4446
2824,19,3147
2560,1995,2754
3147,5156,2824
1503,4510,4541
2786,469,86
4594,1832,3443
255,2366,1726
2317,1473,2584
1231,3833,1729
1067,1060,3302
166,4109,661
358,251,2452
6016,5626,4797
3718,4578,1669
489,4043,47
1379,649,3017
3018,4982,4107
5905,4756,5904
5100,5066,5101
5878,5905,5066
1663,2956,209
5906,5878,5136
3978,3976,2583
3063,4050,4064
4954,2411,2194
1669,4825,3718
4578,1270,1510
1188,1189,4121
1777,1778,3609
1693,1743,2514
793,2147,4571
5681,1088,1914
767,793,4571
767,4571,4579
5284,458,886
2495,2164,1182
489,47,5166
3454,4328,4136
518,4958,3600
4675,3783,3600
1663,401,2460
3309,4675,4715
4675,3454,4715
2766,923,3396
4573,4701,4136
4701,4715,4136
2303,213,1471
1989,2852,5749
4701,1846,3850
1779,549,140
5011,1166,442
4701,4742,1846
2147,3162,2608
2147,2608,4571
6674,5909,5910
4573,4136,4328
4573,4742,4701
4575,4573,4328
193,1946,1901
4567,4958,4743
4743,518,1846
1846,4742,4567
4742,4565,4567
4572,4569,4567
4576,4577,4825
3624,4576,4825
4573,4575,3718
4576,3718,4575
4622,4624,2977
1468,576,109
334,3691,2427
2745,2357,71
2163,1060,1067
4622,2282,3501
4591,1858,2977
2033,823,3318
3439,713,2283
1661,3995,2215
2977,4624,1260
3501,4624,4622
2282,4590,3789
229,4246,1812
3662,2651,221
3097,4604,2848
2848,1642,3097
4016,2848,2740
4016,2740,4655
698,2021,3035
4560,972,4596
972,3053,4596
4675,4596,3783
3166,4560,4675
3641,1496,3030
3783,4596,257
1370,257,4596
2777,4525,3912
1553,3324,5040
5142,1616,4096
4700,2839,51
2839,4700,4698
1923,1252,5726
4681,1437,4617
2838,2839,4617
4698,4617,2839
4698,4699,741
4699,4698,4700
4686,704,4617
4617,4544,4681
4647,1630,4544
2171,1106,846
4697,58,4647
3588,683,1596
4697,4644,2070
4699,4697,3991
4697,4699,4644
4699,4700,2111
2111,4644,4699
4726,1254,4685
1175,4417,4707
4123,4417,4706
605,1759,4774
1759,4123,4774
4706,777,4759
4417,777,4706
4416,4417,4123
3294,4774,4706
4706,4774,4123
745,1254,4726
3556,1389,1421
377,4726,4685
583,972,4560
4725,4628,3556
4726,4725,3556
298,4556,4710
4842,4329,3365
2971,1658,4674
4670,2861,326
4556,2861,4670
2861,4556,2860
4556,4670,4025
4556,4025,4710
3755,3984,3404
4627,4648,1641
4626,4627,1355
4626,1355,2311
3439,4239,2123
2283,4239,3439
1451,1440,3727
4360,4239,2283
4360,1016,4239
4360,2283,1912
4173,3085,5532
4691,4156,3787
4488,32,5294
4140,1132,1679
1013,4764,1351
1632,1542,3122
3787,2035,4691
2035,824,3122
4184,4691,3122
4613,3122,1542
2699,2051,145
3948,1126,293
2851,677,3753
677,1962,3753
4683,1054,1895
4734,1223,4746
1381,2705,1636
3864,1223,4734
3864,1962,1223
1962,3864,3753
5078,133,3196
424,1728,2101
4673,4672,108
4674,4636,3861
2971,4674,4673
2804,695,1005
4673,4674,4672
4152,3861,4636
554,953,3049
1884,1036,776
3310,3776,1343
253,228,1390
3861,4672,4674
4673,2362,1229
2969,3848,170
2794,4932,491
5401,5379,1293
2248,4212,5393
5379,5401,5393
5393,5401,2248
5393,4212,5398
5324,822,555
3456,1293,5398
5398,1293,5379
4212,3456,5398
422,4002,2440
5660,1686,214
1077,2326,2818
5660,5661,1444
214,5661,5660
3565,5661,702
3565,1444,5661
5678,3565,702
3565,5678,1716
5678,2013,1716
5130,4272,1023
4764,3032,1351
664,2652,3100
3522,2481,1926
1810,939,2064
3699,199,2195
5352,3525,5378
5352,4727,3525
4621,558,3071
1685,4727,1377
5353,5378,4727
4727,5378,3467
3728,2916,2658
2299,5329,743
2984,5329,2299
446,743,4840
4749,929,2646
4840,743,5329
3355,363,3395
3583,4840,5329
3531,2410,5080
5673,4840,3583
5673,4127,4840
3043,413,2775
5177,196,4127
4740,196,2315
5177,2315,196
3140,5317,2716
1771,1413,3966
3360,2599,125
5742,1544,2366
922,121,3212
2549,3212,121
3212,5757,5717
5757,3212,2549
1404,5372,5121
1495,1783,1587
5742,5303,1544
5644,5645,5303
4275,5644,5754
2509,5717,5757
2545,5562,5155
4043,5716,2545
5716,4043,5717
2509,5716,5717
5562,5716,2900
2545,5716,5562
4079,4794,2195
1589,5155,5562
1589,4787,5155
5113,4787,1589
5113,1589,2564
5113,604,4557
5113,2564,604
604,3219,4557
4919,604,4212
604,4919,3219
4919,1954,3219
4169,1954,4919
4875,3856,3128
827,4179,1966
489,5166,5713
3856,3981,3423
4875,1963,3981
922,3781,277
2967,257,4590
2973,3303,1059
936,2419,1067
822,5324,1395
1509,1073,356
5735,1395,5324
4150,5735,3781
3781,2586,5307
481,2350,955
5325,5725,277
780,3417,713
1823,5636,5325
5635,5725,5325
5564,5725,5635
4246,423,3655
3963,555,3423
3950,454,5755
3950,5755,4265
4265,4266,1063
1063,3950,4265
1063,3316,3355
3355,3316,363
1399,1895,3636
5343,562,4340
4340,3398,3305
2341,2822,4249
1645,2942,3892
3021,1690,4080
1994,3021,3398
4080,3398,3021
1993,3021,1994
340,517,4671
5622,1438,1094
1690,250,4226
215,2612,1690
1131,3993,2584
4226,3488,1690
613,1266,3030
1603,1993,4844
3021,1993,1603
1860,5137,543
3027,1911,635
5195,5239,5067
5067,5065,5195
5195,5065,4424
5251,4424,1665
1665,1664,5251
2962,337,1814
3444,952,371
2194,3233,4090
4983,1052,987
5159,3632,4234
2793,2330,1758
4694,4142,4223
1315,3702,2052
4214,4062,2858
1275,4214,4440
3196,2538,3028
468,3028,2538
4862,3669,2007
3478,4547,4452
2014,4534,2918
5758,4237,5093
4709,4062,4214
4837,1751,5372
5372,3794,5121
1138,3794,3571
609,1557,1729
3794,1138,5362
2336,5335,3500
1483,3452,5135
1638,891,3794
541,2488,1131
2336,2337,5335
76,2736,998
926,3192,4747
1275,4440,2922
2957,5159,2599
2599,5159,4234
2724,4051,4264
3456,32,1811
5300,1715,1874
2188,4202,37
4202,102,1826
1334,4074,1773
5231,37,4202
5157,2817,5004
471,483,2812
3441,1365,4714
3796,1126,523
1982,5157,1512
2616,3568,396
2166,735,4350
136,1710,5314
5173,5157,242
5173,1512,5157
5173,4164,1512
384,774,1684
4164,5173,334
334,3362,4164
2984,1377,5329
5336,5318,2041
5300,4692,2041
828,1715,5318
5300,5318,1715
342,2480,4461
4650,341,1280
3797,722,4038
5223,4818,4051
2426,1826,102
2426,5124,1826
2426,4883,5124
5124,4883,5223
5223,3039,4818
5350,4818,3039
5350,4692,4818
505,2041,5350
5336,2041,505
450,4485,4484
543,409,4485
4481,4482,408
1549,234,5581
1816,3870,1284
969,3689,1256
4890,3168,147
3112,496,926
3376,1934,4446
2192,2928,2647
1605,22,1800
1605,1267,22
1109,1689,946
117,4903,5212
2833,2992,4166
4587,1255,2121
1174,3502,5212
4133,1330,1267
1640,4706,4759
1166,2218,4981
1815,428,62
634,4607,5230
4511,2023,1897
1673,2051,225
2391,4422,5116
1590,2306,3450
2031,1518,1517
3773,142,1410
2324,553,3427
286,2340,2411
2411,2340,2194
4954,2301,1673
188,3666,3665
2301,4954,2633
3723,5046,2453
2633,4954,4090
5046,2633,2453
145,5046,3723
5046,2301,2633
1781,3293,1092
1558,2094,538
4036,5311,3506
1491,1913,1852
4036,3506,98
827,1718,4179
5220,4036,5243
4985,4990,2699
5243,1670,5220
4990,4985,5152
4990,1670,2699
5266,6334,4260
4985,986,5152
4036,5220,5281
4991,4036,5281
4991,3542,5311
4991,5314,3542
2779,5311,5313
5313,3155,2779
3155,600,2779
993,684,5030
3561,4064,4050
4853,3468,5377
192,435,4433
4783,3155,5313
860,4953,1189
4668,5305,860
860,5305,506
2360,5369,4733
4633,4733,2678
4255,4733,4633
2299,2360,3140
2299,3691,2360
4727,5352,5369
5353,5369,3691
5352,5378,5353
4727,5369,5353
5353,931,5352
3691,931,5353
5352,931,4733
4733,5369,5352
2962,871,2669
3205,4868,4460
996,5153,2375
871,1375,1822
4868,1710,5153
2375,1710,570
569,570,1710
1263,569,4298
569,2197,368
5138,1888,2197
368,2197,1855
1263,2197,569
1271,2197,1263
1271,5138,2197
5107,103,1888
5138,5107,1888
5138,1271,5107
30,3636,4439
4398,2175,916
2454,103,2100
103,2454,5284
5001,5127,2454
2136,1603,5309
4106,5284,5127
4218,4106,5127
458,717,4810
1640,266,3157
4218,1502,717
5320,1040,2001
641,4094,3207
2317,1060,2163
3436,2208,4056
4810,3830,3520
1623,2001,3658
2208,3764,4056
3603,746,1313
4993,5319,4214
4431,4214,1275
4647,58,1630
5101,5156,5100
5101,3944,5156
556,2852,418
5136,5878,3147
4944,5475,3969
5100,3147,5878
3147,4855,5136
2359,4402,1070
4153,3261,850
3841,795,6675
3647,1423,2118
1180,3874,3208
2845,274,317
6739,5920,5921
2367,3056,3072
3056,2367,872
2833,911,3731
4375,4377,1500
1704,1130,4847
1445,3096,4047
3619,2718,1971
3619,1971,479
412,2048,2106
2255,1329,4404
1264,3461,3308
3584,1264,2929
2930,2929,1264
1545,4521,30
