NO_OF_FRAMES	6378
NO_OF_CAMERAS	14
NO_OF_MARKERS	8
FREQUENCY	200
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-06-20, 10:36:43.083	87607.09578570
DATA_INCLUDED	3D
MARKER_NAMES	skull_phantom1	skull_phantom2	skull_phantom3	skull_phantom4	catheter_tip1	catheter_tip2	catheter_tip3	catheter_tip4
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Virtual	Measured
Frame	Time	skull_phantom1 X	skull_phantom1 Y	skull_phantom1 Z	skull_phantom2 X	skull_phantom2 Y	skull_phantom2 Z	skull_phantom3 X	skull_phantom3 Y	skull_phantom3 Z	skull_phantom4 X	skull_phantom4 Y	skull_phantom4 Z	catheter_tip1 X	catheter_tip1 Y	catheter_tip1 Z	catheter_tip2 X	catheter_tip2 Y	catheter_tip2 Z	catheter_tip3 X	catheter_tip3 Y	catheter_tip3 Z	catheter_tip4 X	catheter_tip4 Y	catheter_tip4 Z	
1263	6.31000	338.626	353.270	182.591	302.154	413.454	148.475	351.619	347.113	90.551	301.817	319.953	154.362	54.827	134.462	367.860	35.238	116.937	421.538	155.019	300.533	221.788	25.678	162.739	378.528
1264	6.31500	338.621	353.283	182.587	302.163	413.453	148.477	351.611	347.120	90.554	301.817	319.957	154.370	54.927	134.682	367.556	35.292	117.055	421.309	154.956	300.912	221.546	25.635	163.028	378.047
1265	6.32000	338.633	353.281	182.581	302.162	413.458	148.470	351.626	347.126	90.556	301.823	319.960	154.360	55.040	134.876	367.292	35.255	117.254	420.978	155.118	301.273	221.479	25.597	163.198	377.625
1266	6.32500	338.639	353.276	182.581	302.157	413.458	148.466	351.624	347.117	90.553	301.826	319.948	154.359	55.301	135.210	366.913	35.219	117.452	420.648	154.864	302.327	221.804	25.568	163.100	377.307
1267	6.33000	338.639	353.281	182.580	302.162	413.451	148.465	351.619	347.116	90.535	301.839	319.958	154.355	55.338	135.260	366.758	35.120	117.754	420.213	155.330	302.030	221.360	25.570	163.119	376.786
1268	6.33500	338.648	353.273	182.572	302.172	413.459	148.458	351.629	347.115	90.543	301.826	319.960	154.361	55.441	135.439	366.535	35.099	117.884	420.015	155.351	302.272	221.089	25.452	163.378	376.166
1269	6.34000	338.654	353.292	182.575	302.182	413.462	148.455	351.637	347.117	90.547	301.841	319.953	154.353	55.523	135.667	366.275	34.908	118.205	419.595	155.369	302.742	221.124	25.364	163.258	375.809
1270	6.34500	338.657	353.293	182.570	302.183	413.474	148.446	351.634	347.126	90.538	301.849	319.965	154.347	55.656	135.901	366.096	34.813	118.547	419.305	155.417	303.020	220.907	25.275	163.337	375.316
1271	6.35000	338.669	353.295	182.566	302.180	413.466	148.453	351.631	347.125	90.530	301.850	319.972	154.352	55.749	136.167	365.908	34.643	118.917	419.058	155.996	303.020	220.734	25.256	163.577	374.802
1272	6.35500	338.664	353.290	182.568	302.184	413.455	148.451	351.639	347.120	90.537	301.864	319.973	154.355	55.943	136.393	365.711	34.486	119.328	418.791	156.206	303.241	220.549	25.111	163.752	374.336
1273	6.36000	338.676	353.288	182.560	302.201	413.480	148.447	351.648	347.121	90.528	301.861	319.973	154.355	56.025	136.702	365.620	34.273	119.848	418.694	156.413	303.201	220.192	24.988	163.948	373.956
1274	6.36500	338.665	353.295	182.559	302.187	413.476	148.445	351.644	347.127	90.538	301.868	319.977	154.346	56.010	137.090	365.521	34.029	120.404	418.555	156.632	303.229	219.848	24.854	164.238	373.542
1275	6.37000	338.664	353.313	182.565	302.195	413.478	148.440	351.648	347.132	90.529	301.863	319.970	154.341	56.062	137.516	365.438	33.850	120.904	418.543	157.026	303.253	219.507	24.717	164.794	372.963
1276	6.37500	338.675	353.301	182.549	302.200	413.479	148.451	351.648	347.132	90.532	301.867	319.965	154.347	56.028	137.922	365.415	33.670	121.532	418.426	155.814	303.588	218.482	24.232	164.872	372.215
1277	6.38000	338.679	353.302	182.561	302.193	413.470	148.451	351.654	347.127	90.537	301.865	319.979	154.347	56.151	138.411	365.394	33.287	122.298	418.314	156.174	303.869	218.481	24.023	165.169	371.943
1278	6.38500	338.672	353.300	182.567	302.208	413.478	148.458	351.652	347.133	90.524	301.873	319.969	154.343	56.119	138.893	365.379	33.080	122.893	418.398	156.593	303.749	218.126	23.955	165.696	371.597
1279	6.39000	338.675	353.292	182.557	302.194	413.470	148.454	351.660	347.130	90.524	301.869	319.968	154.348	56.082	139.322	365.355	32.796	123.668	418.276	156.799	303.581	217.587	23.781	166.051	371.317
1280	6.39500	338.682	353.284	182.559	302.200	413.466	148.451	351.657	347.116	90.531	301.871	319.968	154.345	56.013	139.767	365.378	32.630	124.291	418.353	157.220	303.283	217.089	23.731	166.597	371.015
1281	6.40000	338.681	353.284	182.555	302.198	413.467	148.449	351.651	347.110	90.531	301.878	319.950	154.332	55.928	140.232	365.322	32.412	124.943	418.333	157.476	303.190	216.690	23.643	167.059	370.829
1282	6.40500	338.678	353.276	182.553	302.198	413.446	148.446	351.662	347.112	90.522	301.875	319.952	154.339	55.818	140.678	365.281	32.124	125.669	418.171	157.456	303.293	216.324	23.420	167.422	370.695
1283	6.41000	338.685	353.262	182.566	302.197	413.465	148.455	351.657	347.105	90.522	301.879	319.937	154.330	55.666	141.089	365.192	31.899	126.266	418.135	157.726	303.015	215.796	23.337	167.858	370.468
1284	6.41500	338.675	353.258	182.556	302.203	413.451	148.448	351.649	347.119	90.521	301.879	319.937	154.333	55.549	141.461	365.048	31.687	126.778	418.034	157.993	302.921	215.436	23.234	168.302	370.251
1285	6.42000	338.685	353.260	182.560	302.209	413.441	148.449	351.654	347.101	90.522	301.874	319.944	154.334	55.420	141.818	364.934	31.478	127.240	417.890	158.245	302.933	215.178	23.117	168.723	369.984
1286	6.42500	338.690	353.249	182.556	302.205	413.436	148.462	351.649	347.107	90.515	301.875	319.933	154.332	55.241	142.123	364.778	31.259	127.682	417.673	158.351	302.958	214.874	22.952	169.106	369.788
1287	6.43000	338.693	353.247	182.558	302.208	413.429	148.455	351.659	347.095	90.509	301.877	319.935	154.327	55.098	142.397	364.546	31.128	127.942	417.544	158.537	302.920	214.531	22.877	169.518	369.447
1288	6.43500	338.690	353.250	182.545	302.207	413.428	148.455	351.653	347.111	90.519	301.882	319.926	154.318	54.955	142.683	364.256	30.857	128.333	417.111	158.349	303.344	214.361	22.635	169.689	369.205
1289	6.44000	338.690	353.246	182.555	302.209	413.434	148.448	351.655	347.096	90.508	301.881	319.913	154.337	54.817	142.935	363.941	30.603	128.628	416.817	158.595	303.347	214.071	22.506	169.963	368.781
1290	6.44500	338.690	353.233	182.548	302.208	413.415	148.460	351.656	347.104	90.506	301.882	319.914	154.319	54.693	143.134	363.544	30.443	128.763	416.475	158.674	303.491	213.717	22.347	170.298	368.184
1291	6.45000	338.695	353.221	182.536	302.210	413.427	148.458	351.657	347.090	90.504	301.878	319.912	154.313	54.598	143.318	363.123	30.150	129.068	415.911	158.587	303.843	213.481	22.071	170.434	367.767
1292	6.45500	338.697	353.236	182.541	302.202	413.422	148.454	351.656	347.088	90.512	301.880	319.908	154.325	54.519	143.496	362.732	29.996	129.169	415.569	159.030	303.934	213.366	22.041	170.742	367.284
1293	6.46000	338.684	353.240	182.556	302.207	413.428	148.456	351.657	347.088	90.519	301.867	319.909	154.332	54.447	143.662	362.310	29.766	129.432	414.830	158.921	304.366	213.086	21.822	170.728	366.644
1294	6.46500	338.681	353.242	182.548	302.195	413.448	148.456	351.651	347.106	90.516	301.869	319.925	154.334	54.387	143.861	361.772	29.527	129.615	414.364	159.243	304.443	212.793	21.759	170.886	366.080
1295	6.47000	338.667	353.264	182.555	302.197	413.446	148.462	351.646	347.112	90.533	301.853	319.947	154.342	54.380	144.010	361.339	29.366	129.704	413.972	159.838	304.392	212.584	21.781	171.088	365.395
1296	6.47500	338.663	353.283	182.567	302.188	413.460	148.461	351.637	347.119	90.539	301.847	319.952	154.346	54.381	144.158	360.918	29.116	129.990	413.262	159.732	304.831	212.337	21.541	171.048	364.797
1297	6.48000	338.646	353.302	182.565	302.181	413.479	148.452	351.632	347.126	90.541	301.846	319.968	154.357	54.357	144.312	360.431	28.914	130.195	412.762	159.966	304.869	211.958	21.462	171.146	364.218
1298	6.48500	338.647	353.308	182.578	302.182	413.482	148.451	351.632	347.134	90.554	301.839	319.988	154.363	54.401	144.492	360.054	28.734	130.423	412.263	160.236	305.047	211.693	21.362	171.275	363.517
1299	6.49000	338.645	353.321	182.580	302.168	413.494	148.452	351.631	347.148	90.553	301.838	319.996	154.371	54.447	144.682	359.702	28.570	130.701	411.774	160.803	304.650	211.077	21.539	171.047	362.614
1300	6.49500	338.638	353.329	182.586	302.160	413.508	148.448	351.625	347.145	90.557	301.828	320.003	154.374	54.488	144.909	359.335	28.417	130.911	411.472	161.146	304.933	211.006	21.409	171.492	362.136
1301	6.50000	338.626	353.340	182.589	302.171	413.506	148.451	351.623	347.156	90.568	301.821	320.002	154.379	54.523	145.143	359.013	28.247	131.277	411.042	161.262	305.025	210.562	21.293	171.640	361.545
1302	6.50500	338.616	353.339	182.594	302.162	413.511	148.448	351.623	347.148	90.561	301.819	320.009	154.379	54.550	145.378	358.718	28.024	131.699	410.639	161.846	304.355	209.699	21.445	171.436	360.581
1303	6.51000	338.620	353.345	182.589	302.148	413.514	148.456	351.621	347.164	90.558	301.821	320.007	154.375	54.611	145.722	358.363	27.822	132.158	410.229	161.861	304.882	209.515	21.176	171.913	360.167
1304	6.51500	338.632	353.335	182.589	302.147	413.502	148.452	351.617	347.149	90.559	301.823	320.007	154.370	54.633	146.039	358.108	27.494	132.818	409.774	162.129	304.297	208.492	21.165	171.691	359.277
1305	6.52000	338.630	353.327	182.587	302.164	413.498	148.448	351.622	347.136	90.564	301.815	319.995	154.369	54.630	146.382	357.843	27.246	133.368	409.402	161.693	304.625	207.898	20.818	171.923	358.803
1306	6.52500	338.628	353.320	182.580	302.164	413.490	148.457	351.622	347.140	90.560	301.825	319.997	154.350	54.633	146.758	357.581	26.978	133.977	409.035	162.727	304.051	207.343	20.929	172.216	358.024
1307	6.53000	338.638	353.312	182.582	302.157	413.486	148.454	351.625	347.138	90.552	301.824	319.993	154.364	54.624	147.175	357.242	26.782	134.500	408.747	163.203	303.867	206.749	20.936	172.588	357.321
1308	6.53500	338.636	353.306	182.576	302.165	413.480	148.445	351.629	347.129	90.545	301.829	319.979	154.370	54.562	147.640	356.925	26.475	135.134	408.412	163.382	303.841	206.134	20.787	172.921	356.687
1309	6.54000	338.632	353.307	182.582	302.174	413.472	148.443	351.629	347.134	90.553	301.830	319.974	154.358	54.549	148.043	356.743	26.197	135.962	407.825	163.688	303.628	205.381	20.622	173.161	356.037
1310	6.54500	338.649	353.301	182.571	302.169	413.479	148.459	351.625	347.132	90.546	301.834	319.986	154.357	54.362	148.404	356.389	25.917	136.470	407.581	164.317	303.048	204.648	20.584	173.624	355.336
1311	6.55000	338.650	353.304	182.568	302.171	413.484	148.459	351.629	347.131	90.538	301.835	319.967	154.361	54.274	148.885	356.024	25.545	137.246	406.993	164.368	303.110	203.933	20.323	173.923	354.686
1312	6.55500	338.651	353.305	182.573	302.178	413.478	148.452	351.630	347.117	90.530	301.833	319.983	154.349	54.226	149.354	355.686	25.301	137.840	406.643	165.064	302.864	203.404	20.367	174.333	353.925
1313	6.56000	338.652	353.311	182.571	302.179	413.474	148.441	351.632	347.135	90.538	301.840	319.984	154.345	54.028	149.805	355.202	24.843	138.477	406.135	165.685	302.613	202.871	20.230	174.742	353.223
1314	6.56500	338.648	353.318	182.572	302.170	413.490	148.436	351.636	347.134	90.541	301.836	319.986	154.356	53.985	150.326	354.804	24.518	139.219	405.496	166.139	302.753	202.395	20.089	175.175	352.472
1315	6.57000	338.642	353.314	182.574	302.175	413.480	148.452	351.634	347.129	90.541	301.835	319.993	154.360	53.874	150.824	354.296	24.165	139.912	404.948	166.541	302.525	201.580	20.007	175.501	351.619
1316	6.57500	338.642	353.314	182.571	302.175	413.487	148.441	351.624	347.131	90.548	301.831	319.980	154.360	53.737	151.330	353.776	23.673	140.502	404.204	166.487	302.984	201.053	19.691	175.689	350.603
1317	6.58000	338.640	353.309	182.569	302.156	413.485	148.454	351.626	347.123	90.550	301.824	319.986	154.354	53.634	151.861	353.231	23.294	141.221	403.506	167.058	302.939	200.413	19.588	176.112	349.666
1318	6.58500	338.635	353.298	182.579	302.159	413.475	148.453	351.632	347.128	90.547	301.834	319.984	154.368	53.572	152.445	352.616	22.900	142.007	402.698	166.547	303.296	199.292	19.281	176.208	348.685
1319	6.59000	338.635	353.311	182.586	302.151	413.484	148.454	351.623	347.127	90.555	301.833	319.968	154.361	53.492	152.978	352.053	22.575	142.593	402.110	167.447	303.289	198.955	19.349	176.682	347.790
1320	6.59500	338.631	353.293	182.586	302.157	413.475	148.453	351.628	347.116	90.560	301.827	319.959	154.369	53.408	153.433	351.628	22.228	143.248	401.535	167.947	303.122	198.308	19.241	177.035	346.900
1321	6.60000	338.630	353.279	182.588	302.163	413.451	148.451	351.624	347.124	90.558	301.823	319.960	154.369	53.338	154.077	351.039	21.889	143.991	400.798	167.846	303.686	197.660	19.034	177.416	346.096
1322	6.60500	338.638	353.279	182.574	302.170	413.461	148.455	351.625	347.103	90.552	301.825	319.959	154.353	53.271	154.525	350.669	21.568	144.706	400.209	167.883	303.633	196.793	18.772	177.742	345.253
1323	6.61000	338.649	353.260	182.580	302.165	413.452	148.462	351.628	347.100	90.548	301.830	319.947	154.361	53.261	155.112	350.229	21.103	145.403	399.527	168.536	304.040	196.708	18.652	178.138	344.432
1324	6.61500	338.642	353.264	182.570	302.172	413.455	148.448	351.638	347.106	90.539	301.838	319.947	154.342	53.188	155.760	349.752	20.750	146.196	398.852	168.696	304.309	196.056	18.549	178.448	343.614
1325	6.62000	338.646	353.255	182.571	302.182	413.439	148.462	351.642	347.108	90.541	301.842	319.931	154.349	53.158	156.321	349.340	20.396	146.888	398.362	169.137	304.335	195.510	18.484	178.818	342.743
1326	6.62500	338.658	353.241	182.565	302.193	413.431	148.459	351.632	347.095	90.534	301.839	319.930	154.347	53.116	156.907	348.913	20.043	147.707	397.725	169.387	304.431	194.837	18.324	179.204	341.993
1327	6.63000	338.662	353.245	182.562	302.177	413.424	148.474	351.635	347.084	90.526	301.840	319.921	154.343	53.054	157.506	348.518	19.666	148.478	397.194	169.812	304.363	194.177	18.264	179.536	341.090
1328	6.63500	338.661	353.229	182.557	302.183	413.426	148.464	351.638	347.069	90.511	301.860	319.921	154.333	53.008	158.143	348.114	19.211	149.314	396.506	170.420	304.476	193.758	18.163	179.919	340.190
1329	6.64000	338.663	353.232	182.546	302.186	413.418	148.462	351.641	347.097	90.526	301.862	319.914	154.336	52.943	158.788	347.675	18.752	150.191	395.763	171.033	304.501	193.226	18.061	180.304	339.255
1330	6.64500	338.680	353.232	182.550	302.187	413.430	148.456	351.643	347.082	90.513	301.858	319.915	154.327	52.865	159.447	347.226	18.204	151.019	395.114	171.684	304.512	192.769	17.966	180.653	338.243
1331	6.65000	338.673	353.241	182.557	302.202	413.423	148.458	351.652	347.085	90.511	301.866	319.910	154.327	52.780	160.132	346.796	17.634	151.949	394.284	172.581	304.522	192.420	17.863	181.068	337.196
1332	6.65500	338.681	353.243	182.552	302.200	413.410	148.451	351.651	347.075	90.512	301.868	319.905	154.326	52.696	160.868	346.340	17.046	152.870	393.473	172.867	304.650	191.785	17.802	181.104	336.287
1333	6.66000	338.685	353.235	182.540	302.200	413.429	148.459	351.649	347.058	90.501	301.868	319.904	154.326	52.609	161.587	345.858	16.433	153.745	392.727	173.573	304.783	191.422	17.686	181.495	335.218
1334	6.66500	338.671	353.239	182.551	302.196	413.428	148.442	351.647	347.080	90.511	301.867	319.914	154.323	52.529	162.324	345.380	15.881	154.714	391.853	174.217	304.758	190.793	17.622	181.780	334.110
1335	6.67000	338.677	353.244	182.556	302.201	413.435	148.448	351.644	347.090	90.506	301.864	319.916	154.332	52.425	163.049	344.941	15.284	155.660	391.019	175.086	304.782	190.452	17.524	182.206	333.049
1336	6.67500	338.682	353.239	182.545	302.193	413.450	148.427	351.649	347.086	90.495	301.862	319.917	154.322	52.344	163.791	344.436	14.760	156.535	390.243	175.632	304.927	189.929	17.480	182.537	331.989
1337	6.68000	338.678	353.249	182.533	302.212	413.433	148.446	351.643	347.091	90.498	301.880	319.924	154.329	52.253	164.502	344.019	14.241	157.412	389.457	176.329	305.123	189.646	17.384	182.976	331.035
1338	6.68500	338.692	353.246	182.540	302.205	413.435	148.437	351.650	347.080	90.494	301.874	319.926	154.315	52.171	165.242	343.514	13.802	158.317	388.648	176.905	305.324	189.172	17.310	183.463	330.096
1339	6.69000	338.688	353.249	182.536	302.215	413.438	148.438	351.657	347.088	90.494	301.871	319.933	154.320	52.084	165.968	343.074	13.385	159.152	388.019	177.356	305.525	188.726	17.281	183.889	329.260
1340	6.69500	338.685	353.252	182.544	302.203	413.437	148.445	351.652	347.085	90.500	301.868	319.919	154.324	51.995	166.697	342.653	13.062	160.029	387.308	177.769	305.690	188.155	17.273	184.315	328.434
1341	6.70000	338.681	353.253	182.547	302.209	413.442	148.438	351.644	347.089	90.498	301.869	319.916	154.327	51.929	167.409	342.225	12.715	160.894	386.691	178.293	305.872	187.744	17.218	184.885	327.693
1342	6.70500	338.681	353.240	182.546	302.201	413.422	148.446	351.653	347.086	90.509	301.867	319.917	154.333	51.830	168.170	341.841	12.437	161.749	385.991	178.720	306.418	187.562	17.175	185.479	327.135
1343	6.71000	338.684	353.246	182.542	302.197	413.428	148.452	351.648	347.083	90.494	301.865	319.919	154.321	51.778	169.044	341.384	12.181	162.728	385.371	178.816	306.898	186.906	17.122	186.080	326.473
1344	6.71500	338.672	353.239	182.534	302.207	413.429	148.443	351.649	347.076	90.505	301.871	319.912	154.314	51.696	169.802	341.041	11.862	163.640	385.164	179.108	306.698	186.112	17.141	186.624	325.768
1345	6.72000	338.681	353.233	182.545	302.203	413.425	148.444	351.648	347.062	90.495	301.863	319.921	154.325	51.622	170.610	340.821	11.625	164.649	384.540	179.577	307.027	185.830	17.090	187.259	325.310
1346	6.72500	338.675	353.226	182.549	302.191	413.423	148.454	351.644	347.056	90.501	301.863	319.901	154.327	51.528	171.384	340.558	11.354	165.666	384.169	179.972	306.903	185.193	17.044	187.894	324.802
1347	6.73000	338.670	353.241	182.549	302.192	413.422	148.450	351.643	347.083	90.522	301.852	319.910	154.333	51.435	172.196	340.332	11.047	166.718	383.777	180.600	306.863	184.831	17.024	188.601	324.331
1348	6.73500	338.664	353.230	182.566	302.180	413.422	148.445	351.639	347.077	90.524	301.849	319.916	154.339	51.335	173.012	340.099	10.775	167.778	383.497	180.934	306.718	184.156	16.972	189.278	323.851
1349	6.74000	338.648	353.241	182.567	302.176	413.416	148.464	351.632	347.081	90.531	301.839	319.901	154.343	51.232	173.834	339.900	10.554	168.922	383.096	181.543	306.415	183.531	16.977	189.991	323.374
1350	6.74500	338.631	353.235	182.575	302.170	413.428	148.461	351.630	347.080	90.539	301.825	319.923	154.343	51.106	174.624	339.613	10.315	169.954	382.788	182.015	306.366	183.051	16.895	190.836	322.961
1351	6.75000	338.623	353.249	182.580	302.150	413.435	148.467	351.616	347.096	90.543	301.815	319.923	154.367	50.972	175.399	339.274	10.128	170.999	382.406	182.571	306.216	182.521	16.867	191.676	322.580
1352	6.75500	338.614	353.249	182.586	302.147	413.439	148.467	351.625	347.091	90.548	301.808	319.932	154.343	50.841	176.104	338.902	10.001	171.993	382.052	183.032	306.057	181.913	16.756	192.618	322.199
1353	6.76000	338.607	353.258	182.586	302.143	413.452	148.462	351.614	347.095	90.559	301.796	319.948	154.363	50.668	176.763	338.448	9.894	172.900	381.677	183.450	305.901	181.294	16.690	193.499	321.855
1354	6.76500	338.602	353.275	182.594	302.141	413.452	148.473	351.615	347.101	90.561	301.787	319.945	154.374	50.473	177.386	337.997	9.795	173.655	381.397	183.662	306.143	180.902	16.546	194.457	321.597
1355	6.77000	338.594	353.288	182.592	302.131	413.476	148.457	351.608	347.113	90.570	301.792	319.961	154.378	50.286	177.932	337.544	9.733	174.386	381.062	183.912	306.110	180.348	16.447	195.283	321.320
1356	6.77500	338.588	353.284	182.596	302.136	413.469	148.455	351.607	347.116	90.571	301.793	319.966	154.363	50.114	178.297	337.173	9.723	174.990	380.696	184.590	305.900	180.128	16.353	196.180	321.042
1357	6.78000	338.590	353.306	182.602	302.128	413.491	148.460	351.599	347.127	90.566	301.788	319.972	154.376	49.938	178.732	336.706	9.666	175.540	380.294	184.761	306.048	179.727	16.243	196.877	320.798
1358	6.78500	338.589	353.312	182.595	302.133	413.493	148.453	351.606	347.136	90.567	301.784	319.993	154.365	49.798	179.109	336.224	9.621	175.965	379.970	185.020	306.270	179.473	16.176	197.585	320.476
