FRAME,TIME,PHANTOM,MARKER_NR,TRAJECTORY_TYPE,X,Y,Z
1238,6.18500,catheter,tip4,Measured,26.712,151.431,382.015
1239,6.19000,skull,phantom1,Measured,338.600,353.171,182.598
1239,6.19000,skull,phantom2,Measured,302.144,413.363,148.524
1239,6.19000,skull,phantom3,Measured,351.603,347.059,90.563
1239,6.19000,skull,phantom4,Measured,301.802,319.863,154.361
1239,6.19000,catheter,tip1,Measured,55.679,124.899,368.497
1239,6.19000,catheter,tip2,Measured,37.147,103.587,422.074
1239,6.19000,catheter,tip3,Virtual,151.082,300.451,231.258
1239,6.19000,catheter,tip4,Measured,26.526,151.654,381.806
1240,6.19500,skull,phantom1,Measured,338.606,353.174,182.601
1240,6.19500,skull,phantom2,Measured,302.136,413.377,148.511
1240,6.19500,skull,phantom3,Measured,351.607,347.058,90.557
1240,6.19500,skull,phantom4,Measured,301.805,319.875,154.364
1240,6.19500,catheter,tip1,Measured,55.547,125.192,368.462
1240,6.19500,catheter,tip2,Measured,36.898,103.994,421.899
1240,6.19500,catheter,tip3,Virtual,151.215,300.610,231.123
1240,6.19500,catheter,tip4,Measured,26.325,151.962,381.498
1241,6.20000,skull,phantom1,Measured,338.607,353.183,182.604
1241,6.20000,skull,phantom2,Measured,302.135,413.368,148.524
1241,6.20000,skull,phantom3,Measured,351.609,347.059,90.562
1241,6.20000,skull,phantom4,Measured,301.813,319.866,154.347
1241,6.20000,catheter,tip1,Measured,55.464,125.539,368.334
1241,6.20000,catheter,tip2,Measured,36.667,104.433,421.804
1241,6.20000,catheter,tip3,Virtual,151.189,300.816,230.904
1241,6.20000,catheter,tip4,Measured,26.140,152.254,381.273
1242,6.20500,skull,phantom1,Measured,338.611,353.185,182.605
1242,6.20500,skull,phantom2,Measured,302.133,413.384,148.507
1242,6.20500,skull,phantom3,Measured,351.617,347.064,90.562
1242,6.20500,skull,phantom4,Measured,301.811,319.875,154.350
1242,6.20500,catheter,tip1,Measured,55.427,125.885,368.285
1242,6.20500,catheter,tip2,Measured,36.440,104.936,421.786
1242,6.20500,catheter,tip3,Virtual,151.249,300.930,230.668
1242,6.20500,catheter,tip4,Measured,25.961,152.576,381.093
1243,6.21000,skull,phantom1,Measured,338.618,353.188,182.602
1243,6.21000,skull,phantom2,Measured,302.147,413.379,148.511
1243,6.21000,skull,phantom3,Measured,351.614,347.067,90.555
1243,6.21000,skull,phantom4,Measured,301.808,319.878,154.365
1243,6.21000,catheter,tip1,Measured,55.422,126.287,368.336
1243,6.21000,catheter,tip2,Measured,36.278,105.410,421.925
1243,6.21000,catheter,tip3,Virtual,151.412,300.917,230.289
1243,6.21000,catheter,tip4,Measured,25.811,153.040,380.691
1244,6.21500,skull,phantom1,Measured,338.614,353.183,182.604
1244,6.21500,skull,phantom2,Measured,302.145,413.380,148.512
1244,6.21500,skull,phantom3,Measured,351.617,347.075,90.558
1244,6.21500,skull,phantom4,Measured,301.820,319.873,154.361
1244,6.21500,catheter,tip1,Measured,55.440,126.655,368.439
1244,6.21500,catheter,tip2,Measured,36.052,106.138,421.914
1244,6.21500,catheter,tip3,Virtual,151.513,300.910,229.956
1244,6.21500,catheter,tip4,Measured,25.673,153.262,380.590
1245,6.22000,skull,phantom1,Measured,338.615,353.209,182.600
1245,6.22000,skull,phantom2,Measured,302.154,413.389,148.511
1245,6.22000,skull,phantom3,Measured,351.615,347.071,90.550
1245,6.22000,skull,phantom4,Measured,301.825,319.882,154.350
1245,6.22000,catheter,tip1,Measured,55.420,127.059,368.634
1245,6.22000,catheter,tip2,Measured,35.885,106.800,422.046
1245,6.22000,catheter,tip3,Virtual,151.532,300.919,229.616
1245,6.22000,catheter,tip4,Measured,25.520,153.636,380.480
1246,6.22500,skull,phantom1,Measured,338.623,353.197,182.595
1246,6.22500,skull,phantom2,Measured,302.157,413.384,148.499
1246,6.22500,skull,phantom3,Measured,351.622,347.076,90.545
1246,6.22500,skull,phantom4,Measured,301.824,319.888,154.356
1246,6.22500,catheter,tip1,Measured,55.432,127.508,368.750
1246,6.22500,catheter,tip2,Measured,35.729,107.538,422.247
1246,6.22500,catheter,tip3,Virtual,151.752,300.631,228.966
1246,6.22500,catheter,tip4,Measured,25.427,154.126,380.283
1247,6.23000,skull,phantom1,Measured,338.629,353.193,182.585
1247,6.23000,skull,phantom2,Measured,302.156,413.393,148.500
1247,6.23000,skull,phantom3,Measured,351.625,347.081,90.546
1247,6.23000,skull,phantom4,Measured,301.824,319.891,154.345
1247,6.23000,catheter,tip1,Measured,55.578,127.615,369.395
1247,6.23000,catheter,tip2,Measured,35.664,108.217,422.649
1247,6.23000,catheter,tip3,Virtual,153.206,299.624,228.783
1247,6.23000,catheter,tip4,Measured,25.508,154.831,380.485
1248,6.23500,skull,phantom1,Measured,338.638,353.213,182.587
1248,6.23500,skull,phantom2,Measured,302.162,413.396,148.484
1248,6.23500,skull,phantom3,Measured,351.617,347.091,90.543
1248,6.23500,skull,phantom4,Measured,301.830,319.894,154.354
1248,6.23500,catheter,tip1,Measured,55.431,128.557,369.053
1248,6.23500,catheter,tip2,Measured,35.568,108.987,422.864
1248,6.23500,catheter,tip3,Virtual,152.650,300.119,228.006
1248,6.23500,catheter,tip4,Measured,25.441,155.586,380.260
1249,6.24000,skull,phantom1,Measured,338.630,353.213,182.583
1249,6.24000,skull,phantom2,Measured,302.173,413.402,148.485
1249,6.24000,skull,phantom3,Measured,351.626,347.088,90.546
1249,6.24000,skull,phantom4,Measured,301.836,319.900,154.352
1249,6.24000,catheter,tip1,Measured,55.415,129.036,369.245
1249,6.24000,catheter,tip2,Measured,35.482,109.742,423.041
1249,6.24000,catheter,tip3,Virtual,152.909,299.948,227.526
1249,6.24000,catheter,tip4,Measured,25.404,156.162,380.216
1250,6.24500,skull,phantom1,Measured,338.643,353.224,182.576
1250,6.24500,skull,phantom2,Measured,302.165,413.420,148.485
1250,6.24500,skull,phantom3,Measured,351.626,347.094,90.546
1250,6.24500,skull,phantom4,Measured,301.836,319.905,154.354
1250,6.24500,catheter,tip1,Measured,55.354,129.486,369.436
1250,6.24500,catheter,tip2,Measured,35.391,110.588,423.142
1250,6.24500,catheter,tip3,Virtual,153.026,299.686,226.947
1250,6.24500,catheter,tip4,Measured,25.420,156.537,380.367
1251,6.25000,skull,phantom1,Measured,338.639,353.228,182.594
1251,6.25000,skull,phantom2,Measured,302.162,413.419,148.479
1251,6.25000,skull,phantom3,Measured,351.623,347.091,90.539
1251,6.25000,skull,phantom4,Measured,301.835,319.912,154.356
1251,6.25000,catheter,tip1,Measured,55.430,129.720,369.886
1251,6.25000,catheter,tip2,Measured,35.425,111.245,423.377
1251,6.25000,catheter,tip3,Virtual,153.450,299.257,226.520
1251,6.25000,catheter,tip4,Measured,25.363,157.156,380.390
1252,6.25500,skull,phantom1,Measured,338.639,353.232,182.582
1252,6.25500,skull,phantom2,Measured,302.164,413.423,148.496
1252,6.25500,skull,phantom3,Measured,351.623,347.095,90.553
1252,6.25500,skull,phantom4,Measured,301.829,319.918,154.358
1252,6.25500,catheter,tip1,Measured,55.351,130.244,369.944
1252,6.25500,catheter,tip2,Measured,35.397,111.986,423.509
1252,6.25500,catheter,tip3,Virtual,153.285,299.222,225.881
1252,6.25500,catheter,tip4,Measured,25.335,157.678,380.440
1253,6.26000,skull,phantom1,Measured,338.630,353.238,182.592
1253,6.26000,skull,phantom2,Measured,302.168,413.426,148.486
1253,6.26000,skull,phantom3,Measured,351.629,347.097,90.551
1253,6.26000,skull,phantom4,Measured,301.827,319.922,154.355
1253,6.26000,catheter,tip1,Measured,55.277,130.910,369.658
1253,6.26000,catheter,tip2,Measured,35.371,112.667,423.585
1253,6.26000,catheter,tip3,Virtual,153.428,299.297,225.224
1253,6.26000,catheter,tip4,Measured,25.360,158.564,380.334
1254,6.26500,skull,phantom1,Measured,338.631,353.244,182.599
1254,6.26500,skull,phantom2,Measured,302.153,413.441,148.482
1254,6.26500,skull,phantom3,Measured,351.624,347.103,90.554
1254,6.26500,skull,phantom4,Measured,301.820,319.928,154.353
1254,6.26500,catheter,tip1,Measured,55.086,131.165,369.985
1254,6.26500,catheter,tip2,Measured,35.309,113.378,423.517
1254,6.26500,catheter,tip3,Virtual,153.966,298.719,224.750
1254,6.26500,catheter,tip4,Measured,25.432,158.992,380.512
1255,6.27000,skull,phantom1,Measured,338.632,353.262,182.594
1255,6.27000,skull,phantom2,Measured,302.154,413.441,148.479
1255,6.27000,skull,phantom3,Measured,351.616,347.115,90.558
1255,6.27000,skull,phantom4,Measured,301.814,319.932,154.358
1255,6.27000,catheter,tip1,Measured,54.967,131.659,369.893
1255,6.27000,catheter,tip2,Measured,35.312,113.961,423.499
1255,6.27000,catheter,tip3,Virtual,154.109,298.727,224.257
1255,6.27000,catheter,tip4,Measured,25.477,159.659,380.490
1256,6.27500,skull,phantom1,Measured,338.628,353.261,182.600
1256,6.27500,skull,phantom2,Measured,302.158,413.446,148.477
1256,6.27500,skull,phantom3,Measured,351.615,347.114,90.550
1256,6.27500,skull,phantom4,Measured,301.821,319.950,154.359
1256,6.27500,catheter,tip1,Measured,54.900,132.080,369.746
1256,6.27500,catheter,tip2,Measured,35.321,114.484,423.404
1256,6.27500,catheter,tip3,Virtual,154.173,298.774,223.760
1256,6.27500,catheter,tip4,Measured,25.504,160.198,380.397
1257,6.28000,skull,phantom1,Measured,338.619,353.276,182.598
1257,6.28000,skull,phantom2,Measured,302.151,413.450,148.480
1257,6.28000,skull,phantom3,Measured,351.621,347.113,90.558
1257,6.28000,skull,phantom4,Measured,301.816,319.946,154.363
1257,6.28000,catheter,tip1,Measured,54.919,132.703,369.447
1257,6.28000,catheter,tip2,Measured,35.367,114.894,423.353
1257,6.28000,catheter,tip3,Virtual,154.051,299.547,223.725
1257,6.28000,catheter,tip4,Measured,25.561,160.777,380.289
1258,6.28500,skull,phantom1,Measured,338.623,353.279,182.596
1258,6.28500,skull,phantom2,Measured,302.147,413.448,148.485
1258,6.28500,skull,phantom3,Measured,351.618,347.120,90.557
1258,6.28500,skull,phantom4,Measured,301.818,319.951,154.362
1258,6.28500,catheter,tip1,Measured,54.737,132.936,369.345
1258,6.28500,catheter,tip2,Measured,35.358,115.324,423.171
1258,6.28500,catheter,tip3,Virtual,154.499,298.958,222.871
1258,6.28500,catheter,tip4,Measured,25.582,161.416,379.947
1259,6.29000,skull,phantom1,Measured,338.620,353.282,182.591
1259,6.29000,skull,phantom2,Measured,302.150,413.449,148.470
1259,6.29000,skull,phantom3,Measured,351.619,347.137,90.555
1259,6.29000,skull,phantom4,Measured,301.818,319.966,154.372
1259,6.29000,catheter,tip1,Measured,54.722,133.319,369.058
1259,6.29000,catheter,tip2,Measured,35.304,115.779,422.757
1259,6.29000,catheter,tip3,Virtual,154.742,299.443,222.919
1259,6.29000,catheter,tip4,Measured,25.680,161.676,379.963
1260,6.29500,skull,phantom1,Measured,338.624,353.284,182.586
1260,6.29500,skull,phantom2,Measured,302.151,413.465,148.471
1260,6.29500,skull,phantom3,Measured,351.617,347.121,90.558
1260,6.29500,skull,phantom4,Measured,301.818,319.959,154.367
1260,6.29500,catheter,tip1,Measured,54.702,133.681,368.727
1260,6.29500,catheter,tip2,Measured,35.326,116.140,422.503
1260,6.29500,catheter,tip3,Virtual,154.582,299.749,222.460
1260,6.29500,catheter,tip4,Measured,25.660,162.065,379.680
1261,6.30000,skull,phantom1,Measured,338.619,353.277,182.590
1261,6.30000,skull,phantom2,Measured,302.143,413.452,148.484
1261,6.30000,skull,phantom3,Measured,351.618,347.122,90.552
1261,6.30000,skull,phantom4,Measured,301.821,319.961,154.372
1261,6.30000,catheter,tip1,Measured,54.727,133.948,368.510
1261,6.30000,catheter,tip2,Measured,35.281,116.434,422.206
1261,6.30000,catheter,tip3,Virtual,154.800,300.021,222.350
1261,6.30000,catheter,tip4,Measured,25.671,162.311,379.394
1262,6.30500,skull,phantom1,Measured,338.623,353.283,182.591
1262,6.30500,skull,phantom2,Measured,302.147,413.466,148.488
1262,6.30500,skull,phantom3,Measured,351.609,347.123,90.563
1262,6.30500,skull,phantom4,Measured,301.813,319.967,154.369
1262,6.30500,catheter,tip1,Measured,54.765,134.207,368.207
1262,6.30500,catheter,tip2,Measured,35.294,116.585,421.991
1262,6.30500,catheter,tip3,Virtual,155.081,300.166,222.034
1262,6.30500,catheter,tip4,Measured,25.665,162.774,378.836
1263,6.31000,skull,phantom1,Measured,338.626,353.270,182.591
1263,6.31000,skull,phantom2,Measured,302.154,413.454,148.475
1263,6.31000,skull,phantom3,Measured,351.619,347.113,90.551
1263,6.31000,skull,phantom4,Measured,301.817,319.953,154.362
1263,6.31000,catheter,tip1,Measured,54.827,134.462,367.860
1263,6.31000,catheter,tip2,Measured,35.238,116.937,421.538
1263,6.31000,catheter,tip3,Virtual,155.019,300.533,221.788
1263,6.31000,catheter,tip4,Measured,25.678,162.739,378.528
1264,6.31500,skull,phantom1,Measured,338.621,353.283,182.587
1264,6.31500,skull,phantom2,Measured,302.163,413.453,148.477
1264,6.31500,skull,phantom3,Measured,351.611,347.120,90.554
1264,6.31500,skull,phantom4,Measured,301.817,319.957,154.370
1264,6.31500,catheter,tip1,Measured,54.927,134.682,367.556
1264,6.31500,catheter,tip2,Measured,35.292,117.055,421.309
1264,6.31500,catheter,tip3,Virtual,154.956,300.912,221.546
1264,6.31500,catheter,tip4,Measured,25.635,163.028,378.047
1265,6.32000,skull,phantom1,Measured,338.633,353.281,182.581
1265,6.32000,skull,phantom2,Measured,302.162,413.458,148.470
1265,6.32000,skull,phantom3,Measured,351.626,347.126,90.556
1265,6.32000,skull,phantom4,Measured,301.823,319.960,154.360
1265,6.32000,catheter,tip1,Measured,55.040,134.876,367.292
1265,6.32000,catheter,tip2,Measured,35.255,117.254,420.978
1265,6.32000,catheter,tip3,Virtual,155.118,301.273,221.479
1265,6.32000,catheter,tip4,Measured,25.597,163.198,377.625
1266,6.32500,skull,phantom1,Measured,338.639,353.276,182.581
1266,6.32500,skull,phantom2,Measured,302.157,413.458,148.466
1266,6.32500,skull,phantom3,Measured,351.624,347.117,90.553
1266,6.32500,skull,phantom4,Measured,301.826,319.948,154.359
1266,6.32500,catheter,tip1,Measured,55.301,135.210,366.913
1266,6.32500,catheter,tip2,Measured,35.219,117.452,420.648
1266,6.32500,catheter,tip3,Virtual,154.864,302.327,221.804
1266,6.32500,catheter,tip4,Measured,25.568,163.100,377.307
1267,6.33000,skull,phantom1,Measured,338.639,353.281,182.580
1267,6.33000,skull,phantom2,Measured,302.162,413.451,148.465
1267,6.33000,skull,phantom3,Measured,351.619,347.116,90.535
1267,6.33000,skull,phantom4,Measured,301.839,319.958,154.355
1267,6.33000,catheter,tip1,Measured,55.338,135.260,366.758
1267,6.33000,catheter,tip2,Measured,35.120,117.754,420.213
1267,6.33000,catheter,tip3,Virtual,155.330,302.030,221.360
1267,6.33000,catheter,tip4,Measured,25.570,163.119,376.786
1268,6.33500,skull,phantom1,Measured,338.648,353.273,182.572
1268,6.33500,skull,phantom2,Measured,302.172,413.459,148.458
1268,6.33500,skull,phantom3,Measured,351.629,347.115,90.543
1268,6.33500,skull,phantom4,Measured,301.826,319.960,154.361
1268,6.33500,catheter,tip1,Measured,55.441,135.439,366.535
1268,6.33500,catheter,tip2,Measured,35.099,117.884,420.015
1268,6.33500,catheter,tip3,Virtual,155.351,302.272,221.089
1268,6.33500,catheter,tip4,Measured,25.452,163.378,376.166
1269,6.34000,skull,phantom1,Measured,338.654,353.292,182.575
1269,6.34000,skull,phantom2,Measured,302.182,413.462,148.455
1269,6.34000,skull,phantom3,Measured,351.637,347.117,90.547
1269,6.34000,skull,phantom4,Measured,301.841,319.953,154.353
1269,6.34000,catheter,tip1,Measured,55.523,135.667,366.275
1269,6.34000,catheter,tip2,Measured,34.908,118.205,419.595
1269,6.34000,catheter,tip3,Virtual,155.369,302.742,221.124
1269,6.34000,catheter,tip4,Measured,25.364,163.258,375.809
1270,6.34500,skull,phantom1,Measured,338.657,353.293,182.570
1270,6.34500,skull,phantom2,Measured,302.183,413.474,148.446
1270,6.34500,skull,phantom3,Measured,351.634,347.126,90.538
1270,6.34500,skull,phantom4,Measured,301.849,319.965,154.347
1270,6.34500,catheter,tip1,Measured,55.656,135.901,366.096
1270,6.34500,catheter,tip2,Measured,34.813,118.547,419.305
1270,6.34500,catheter,tip3,Virtual,155.417,303.020,220.907
1270,6.34500,catheter,tip4,Measured,25.275,163.337,375.316
1271,6.35000,skull,phantom1,Measured,338.669,353.295,182.566
1271,6.35000,skull,phantom2,Measured,302.180,413.466,148.453
1271,6.35000,skull,phantom3,Measured,351.631,347.125,90.530
1271,6.35000,skull,phantom4,Measured,301.850,319.972,154.352
1271,6.35000,catheter,tip1,Measured,55.749,136.167,365.908
1271,6.35000,catheter,tip2,Measured,34.643,118.917,419.058
1271,6.35000,catheter,tip3,Virtual,155.996,303.020,220.734
1271,6.35000,catheter,tip4,Measured,25.256,163.577,374.802
1272,6.35500,skull,phantom1,Measured,338.664,353.290,182.568
1272,6.35500,skull,phantom2,Measured,302.184,413.455,148.451
1272,6.35500,skull,phantom3,Measured,351.639,347.120,90.537
1272,6.35500,skull,phantom4,Measured,301.864,319.973,154.355
1272,6.35500,catheter,tip1,Measured,55.943,136.393,365.711
1272,6.35500,catheter,tip2,Measured,34.486,119.328,418.791
1272,6.35500,catheter,tip3,Virtual,156.206,303.241,220.549
1272,6.35500,catheter,tip4,Measured,25.111,163.752,374.336
1273,6.36000,skull,phantom1,Measured,338.676,353.288,182.560
1273,6.36000,skull,phantom2,Measured,302.201,413.480,148.447
1273,6.36000,skull,phantom3,Measured,351.648,347.121,90.528
1273,6.36000,skull,phantom4,Measured,301.861,319.973,154.355
1273,6.36000,catheter,tip1,Measured,56.025,136.702,365.620
1273,6.36000,catheter,tip2,Measured,34.273,119.848,418.694
1273,6.36000,catheter,tip3,Virtual,156.413,303.201,220.192
1273,6.36000,catheter,tip4,Measured,24.988,163.948,373.956
1274,6.36500,skull,phantom1,Measured,338.665,353.295,182.559
1274,6.36500,skull,phantom2,Measured,302.187,413.476,148.445
1274,6.36500,skull,phantom3,Measured,351.644,347.127,90.538
1274,6.36500,skull,phantom4,Measured,301.868,319.977,154.346
1274,6.36500,catheter,tip1,Measured,56.010,137.090,365.521
1274,6.36500,catheter,tip2,Measured,34.029,120.404,418.555
1274,6.36500,catheter,tip3,Virtual,156.632,303.229,219.848
1274,6.36500,catheter,tip4,Measured,24.854,164.238,373.542
1275,6.37000,skull,phantom1,Measured,338.664,353.313,182.565
1275,6.37000,skull,phantom2,Measured,302.195,413.478,148.440
1275,6.37000,skull,phantom3,Measured,351.648,347.132,90.529
1275,6.37000,skull,phantom4,Measured,301.863,319.970,154.341
1275,6.37000,catheter,tip1,Measured,56.062,137.516,365.438
1275,6.37000,catheter,tip2,Measured,33.850,120.904,418.543
1275,6.37000,catheter,tip3,Virtual,157.026,303.253,219.507
1275,6.37000,catheter,tip4,Measured,24.717,164.794,372.963
1276,6.37500,skull,phantom1,Measured,338.675,353.301,182.549
1276,6.37500,skull,phantom2,Measured,302.200,413.479,148.451
1276,6.37500,skull,phantom3,Measured,351.648,347.132,90.532
1276,6.37500,skull,phantom4,Measured,301.867,319.965,154.347
1276,6.37500,catheter,tip1,Measured,56.028,137.922,365.415
1276,6.37500,catheter,tip2,Measured,33.670,121.532,418.426
1276,6.37500,catheter,tip3,Virtual,155.814,303.588,218.482
1276,6.37500,catheter,tip4,Measured,24.232,164.872,372.215
1277,6.38000,skull,phantom1,Measured,338.679,353.302,182.561
